place,place_f,Urbanicity,SES,IMD,Help,Help_type,alone,direct,density,Popsize_place
Leeds Adel,l,City,A,7,0,letter,,1,2128,445260
Leeds Adel,l,City,A,7,0,letter,,1,2128,445260
Leeds Adel,l,City,A,7,0,letter,,1,2128,445260
Leeds Adel,l,City,A,7,0,letter,,1,2128,445260
Leeds Adel,l,City,A,7,0,letter,,1,2128,445260
Leeds Adel,l,City,A,7,0,letter,,0,2128,445260
Leeds Adel,l,City,A,7,0,letter,,0,2128,445260
Leeds Adel,l,City,A,7,0,letter,,0,2128,445260
Leeds Adel,l,City,A,7,0,letter,,0,2128,445260
Leeds Adel,l,City,A,7,0,letter,,0,2128,445260
Leeds Adel,l,City,A,7,0,letter,,0,2128,445260
Leeds Adel,l,City,A,7,0,letter,,0,2128,445260
Leeds Adel,l,City,A,7,0,letter,,0,2128,445260
Leeds Adel,l,City,A,7,1,letter,,1,2128,445260
Leeds Adel,l,City,A,7,1,letter,,1,2128,445260
Leeds Adel,l,City,A,7,1,letter,,1,2128,445260
Leeds Adel,l,City,A,7,1,letter,,1,2128,445260
Leeds Adel,l,City,A,7,1,letter,,1,2128,445260
Leeds Adel,l,City,A,7,1,letter,,0,2128,445260
Leeds Adel,l,City,A,7,1,letter,,0,2128,445260
Leeds Adel,l,City,A,7,1,letter,,0,2128,445260
Leeds Adel,l,City,A,7,1,letter,,0,2128,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,1,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,0,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,1,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,1,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,1,letter,,0,1532,445260
Leeds Beeston,l,City,B,3,1,letter,,0,1532,445260
Liverpool Blundellsands & Cosby,m,City,A,8,0,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,1,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,0,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,1,letter,,0,631,530850
Liverpool Toxteth,m,City,B,1,0,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,0,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,1,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,1,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,1,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,1,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,1,letter,,1,9296,530850
Liverpool Toxteth,m,City,B,1,1,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,1,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,1,letter,,0,9296,530850
Liverpool Toxteth,m,City,B,1,1,letter,,0,9296,530850
Manchester Chorlton,n,City,A,7,0,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,0,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,0,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,0,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,0,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,1,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Chorlton,n,City,A,7,1,letter,,0,7532,405300
Manchester Harpurhey,n,City,B,1,0,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,0,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,1,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,0,3190,405300
Manchester Harpurhey,n,City,B,1,1,letter,,0,3190,405300
Middlewich,o,Town,A,8,0,letter,,1,2591,13100
Middlewich,o,Town,A,8,0,letter,,1,2591,13100
Middlewich,o,Town,A,8,0,letter,,0,2591,13100
Middlewich,o,Town,A,8,0,letter,,0,2591,13100
Middlewich,o,Town,A,8,0,letter,,0,2591,13100
Middlewich,o,Town,A,8,0,letter,,0,2591,13100
Middlewich,o,Town,A,8,0,letter,,0,2591,13100
Middlewich,o,Town,A,8,0,letter,,0,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,1,2591,13100
Middlewich,o,Town,A,8,1,letter,,0,2591,13100
Middlewich,o,Town,A,8,1,letter,,0,2591,13100
Middlewich,o,Town,A,8,1,letter,,0,2591,13100
Middlewich,o,Town,A,8,1,letter,,0,2591,13100
Middlewich,o,Town,A,8,1,letter,,0,2591,13100
Middlewich,o,Town,A,8,1,letter,,0,2591,13100
Newcastle Gosforth,p,City,A,10,0,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,0,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,0,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,1,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,0,4929,247710
Newcastle Gosforth,p,City,A,10,1,letter,,0,4929,247710
Newcastle Walker,p,City,B,1,0,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,0,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,1,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,0,6827,247710
Newcastle Walker,p,City,B,1,1,letter,,0,6827,247710
Nottingham Beeston,q,City,A,7,0,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,0,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,0,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,0,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,0,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,0,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,1,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,0,4842,250210
Nottingham Beeston,q,City,A,7,1,letter,,0,4842,250210
Nottingham Bilborough,q,City,B,1,0,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,0,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,0,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,0,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,1,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Nottingham Bilborough,q,City,B,1,1,letter,,0,4325,250210
Plymouth Elburton,r,City,A,7,0,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,0,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,0,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,0,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,0,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,1,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,0,4042,220570
Plymouth Elburton,r,City,A,7,1,letter,,0,4042,220570
Plymouth Stonehouse,r,City,B,1,0,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,0,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,0,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,0,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,1,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,0,7891,220570
Plymouth Stonehouse,r,City,B,1,1,letter,,0,7891,220570
Polesworth,s,Town,A,7,0,letter,,1,1079,9645
Polesworth,s,Town,A,7,0,letter,,0,1079,9645
Polesworth,s,Town,A,7,0,letter,,0,1079,9645
Polesworth,s,Town,A,7,0,letter,,0,1079,9645
Polesworth,s,Town,A,7,0,letter,,0,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,1,1079,9645
Polesworth,s,Town,A,7,1,letter,,0,1079,9645
Polesworth,s,Town,A,7,1,letter,,0,1079,9645
Polesworth,s,Town,A,7,1,letter,,0,1079,9645
Polesworth,s,Town,A,7,1,letter,,0,1079,9645
Polesworth,s,Town,A,7,1,letter,,0,1079,9645
Polesworth,s,Town,A,7,1,letter,,0,1079,9645
Polesworth,s,Town,A,7,1,letter,,0,1079,9645
Polesworth,s,Town,A,7,1,letter,,0,1079,9645
Radstock,t,Town,B,4,0,letter,,1,4439,9419
Radstock,t,Town,B,4,0,letter,,1,4439,9419
Radstock,t,Town,B,4,0,letter,,1,4439,9419
Radstock,t,Town,B,4,0,letter,,1,4439,9419
Radstock,t,Town,B,4,0,letter,,1,4439,9419
Radstock,t,Town,B,4,0,letter,,1,4439,9419
Radstock,t,Town,B,4,0,letter,,1,4439,9419
Radstock,t,Town,B,4,0,letter,,1,4439,9419
Radstock,t,Town,B,4,0,letter,,0,4439,9419
Radstock,t,Town,B,4,0,letter,,0,4439,9419
Radstock,t,Town,B,4,0,letter,,0,4439,9419
Radstock,t,Town,B,4,0,letter,,0,4439,9419
Radstock,t,Town,B,4,0,letter,,0,4439,9419
Radstock,t,Town,B,4,0,letter,,0,4439,9419
Radstock,t,Town,B,4,1,letter,,1,4439,9419
Radstock,t,Town,B,4,1,letter,,1,4439,9419
Radstock,t,Town,B,4,1,letter,,1,4439,9419
Radstock,t,Town,B,4,1,letter,,1,4439,9419
Radstock,t,Town,B,4,1,letter,,0,4439,9419
Radstock,t,Town,B,4,1,letter,,0,4439,9419
Radstock,t,Town,B,4,1,letter,,0,4439,9419
Radstock,t,Town,B,4,1,letter,,0,4439,9419
Radstock,t,Town,B,4,1,letter,,0,4439,9419
Radstock,t,Town,B,4,1,letter,,0,4439,9419
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,1,2609,18275
Redruth,u,Town,B,2,0,letter,,0,2609,18275
Redruth,u,Town,B,2,0,letter,,0,2609,18275
Redruth,u,Town,B,2,0,letter,,0,2609,18275
Redruth,u,Town,B,2,0,letter,,0,2609,18275
Redruth,u,Town,B,2,0,letter,,0,2609,18275
Redruth,u,Town,B,2,0,letter,,0,2609,18275
Redruth,u,Town,B,2,0,letter,,0,2609,18275
Redruth,u,Town,B,2,0,letter,,0,2609,18275
Redruth,u,Town,B,2,0,letter,,0,2609,18275
Redruth,u,Town,B,2,1,letter,,1,2609,18275
Redruth,u,Town,B,2,1,letter,,0,2609,18275
Redruth,u,Town,B,2,1,letter,,0,2609,18275
Redruth,u,Town,B,2,1,letter,,0,2609,18275
Saffron Walden,v,Town,A,9,0,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,0,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,0,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,0,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,0,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,0,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,0,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,0,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,0,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,0,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,1,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,0,4360,15210
Saffron Walden,v,Town,A,9,1,letter,,0,4360,15210
Sheffield Parkhill Manor,w,City,B,2,0,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,1,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,0,2985,479460
Sheffield Parkhill Manor,w,City,B,2,1,letter,,0,2985,479460
Sheffield Hallam,w,City,A,8,0,letter,,1,3879,479460
Sheffield Hallam,w,City,A,8,0,letter,,1,3879,479460
Sheffield Hallam,w,City,A,8,0,letter,,1,3879,479460
Sheffield Hallam,w,City,A,8,0,letter,,1,3879,479460
Sheffield Hallam,w,City,A,8,0,letter,,1,3879,479460
Sheffield Hallam,w,City,A,8,0,letter,,0,3879,479460
Sheffield Hallam,w,City,A,8,0,letter,,0,3879,479460
Sheffield Hallam,w,City,A,8,1,letter,,1,3879,479460
